Filename,Include,Image Width,Image Height,Projection,Focal Length,A,B,C,Shift Longside,Shift Shortside,Horizontal Shear,Vertical Shear,X Rotation,Y Rotation,Z Rotation,
A7S_TOP/DCIM/100MSDCF/DSC00001.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0,0,0,
A7S_TOP/DCIM/100MSDCF/DSC00004.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.13990422609027,4.7914459727191,0.053596605070936,
A7S_TOP/DCIM/100MSDCF/DSC00007.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.36151990856769,9.5822632095157,0.11486103267575,
A7S_TOP/DCIM/100MSDCF/DSC00010.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.52804790422371,14.39276639163,0.17826411113299,
A7S_TOP/DCIM/100MSDCF/DSC00013.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.65789257613005,19.236569087881,0.25899544312827,
A7S_TOP/DCIM/100MSDCF/DSC00016.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.52340400061266,24.010330255687,0.35791919560498,
A7S_TOP/DCIM/100MSDCF/DSC00019.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.51498909738157,28.860389181279,0.45854191185532,
A7S_TOP/DCIM/100MSDCF/DSC00022.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.27036616220218,33.572124572643,0.50407274918862,
A7S_TOP/DCIM/100MSDCF/DSC00025.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.22606929721312,38.281886409848,0.56680371066392,
A7S_TOP/DCIM/100MSDCF/DSC00028.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.18027746043754,43.14244206948,0.63269855281791,
A7S_TOP/DCIM/100MSDCF/DSC00031.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.018010285198613,47.91403547574,0.6161655631208,
A7S_TOP/DCIM/100MSDCF/DSC00034.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.059798133872505,52.375687428261,0.68684218610093,
A7S_TOP/DCIM/100MSDCF/DSC00037.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.26612115659222,57.162527377405,0.729261043598,
A7S_TOP/DCIM/100MSDCF/DSC00040.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.57914197526495,61.775305792817,0.69532734671816,
A7S_TOP/DCIM/100MSDCF/DSC00043.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.65094368236117,66.643183547069,0.7059009310278,
A7S_TOP/DCIM/100MSDCF/DSC00046.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.78152115706476,71.14180499425,0.68742196343922,
A7S_TOP/DCIM/100MSDCF/DSC00049.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.2469881655409,76.413300756714,0.67449141752857,
A7S_TOP/DCIM/100MSDCF/DSC00052.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.1705923557477,80.97565422687,0.66194708426514,
A7S_TOP/DCIM/100MSDCF/DSC00055.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.0969373137009,85.723705331318,0.64937804582428,
A7S_TOP/DCIM/100MSDCF/DSC00058.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.1769478182688,90.600665582674,0.62833946298591,
A7S_TOP/DCIM/100MSDCF/DSC00061.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.1072743674375,95.76244983556,0.48880578903857,
A7S_TOP/DCIM/100MSDCF/DSC00064.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.0636322984122,100.56335151028,0.45393095508177,
A7S_TOP/DCIM/100MSDCF/DSC00067.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.2414746021292,105.37479327773,0.42736998187465,
A7S_TOP/DCIM/100MSDCF/DSC00070.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.5469745703323,110.49647510185,0.3646706426745,
A7S_TOP/DCIM/100MSDCF/DSC00073.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.6945654264787,115.46547296942,0.30813153804036,
A7S_TOP/DCIM/100MSDCF/DSC00076.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.5854706831453,120.31512496576,0.26719262792292,
A7S_TOP/DCIM/100MSDCF/DSC00079.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.6703014521472,125.28833665884,0.2492995153747,
A7S_TOP/DCIM/100MSDCF/DSC00082.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.6741310715985,130.23267458447,0.19142825981839,
A7S_TOP/DCIM/100MSDCF/DSC00085.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.6941651567307,135.2281530678,0.073049132973779,
A7S_TOP/DCIM/100MSDCF/DSC00088.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.8304376262334,140.08688474978,0.035243973971063,
A7S_TOP/DCIM/100MSDCF/DSC00092.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.8238884512064,145.10928649802,-0.0403687690156,
A7S_TOP/DCIM/100MSDCF/DSC00095.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-2.0332886937548,150.06431330126,-0.041561032596604,
A7S_TOP/DCIM/100MSDCF/DSC00098.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-2.2065598998033,155.22695350422,-0.086726739617234,
A7S_TOP/DCIM/100MSDCF/DSC00101.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-2.3300581080655,160.2650366155,-0.1276584044889,
A7S_TOP/DCIM/100MSDCF/DSC00104.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-2.2419875807337,165.30590245048,-0.19359600726793,
A7S_TOP/DCIM/100MSDCF/DSC00107.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-2.1984108553057,170.38017499921,-0.21357905051849,
A7S_TOP/DCIM/100MSDCF/DSC00110.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-2.2292148847063,175.50640428627,-0.25598334636314,
A7S_TOP/DCIM/100MSDCF/DSC00113.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-2.0854800990619,-178.88386971559,-0.44289835156027,
A7S_TOP/DCIM/100MSDCF/DSC00116.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.9989134148578,-173.49649908382,-0.59383591862618,
A7S_TOP/DCIM/100MSDCF/DSC00119.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-2.0325378139761,-168.20571511144,-0.65991596918587,
A7S_TOP/DCIM/100MSDCF/DSC00122.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-2.0554854560126,-162.80707792848,-0.79285096280333,
A7S_TOP/DCIM/100MSDCF/DSC00125.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.6329128406215,-157.50162904457,-0.8445907574775,
A7S_TOP/DCIM/100MSDCF/DSC00128.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.1930903016709,-152.32782485591,-0.79904051238589,
A7S_TOP/DCIM/100MSDCF/DSC00131.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.1146316658719,-147.33447580355,-0.75224718958086,
A7S_TOP/DCIM/100MSDCF/DSC00134.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.95816277185295,-142.41930303612,-0.70348031182846,
A7S_TOP/DCIM/100MSDCF/DSC00137.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.65064504626031,-137.29664023418,-0.68930219617383,
A7S_TOP/DCIM/100MSDCF/DSC00140.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.24453579107617,-132.07979190695,-0.63203861303043,
A7S_TOP/DCIM/100MSDCF/DSC00143.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.21597798428732,-126.99188220473,-0.56105741175895,
A7S_TOP/DCIM/100MSDCF/DSC00146.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.17490561873043,-122.20066503422,-0.42929308535977,
A7S_TOP/DCIM/100MSDCF/DSC00149.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.031798198404772,-117.12426188826,-0.35983673529981,
A7S_TOP/DCIM/100MSDCF/DSC00152.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.066088431643266,-112.12782562216,-0.2629992050428,
A7S_TOP/DCIM/100MSDCF/DSC00155.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.13360925201772,-107.13741416278,-0.14939529747545,
A7S_TOP/DCIM/100MSDCF/DSC00158.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.025352068798014,-102.48383395699,-0.03476920192125,
A7S_TOP/DCIM/100MSDCF/DSC00161.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.051289563236082,-97.403128654115,0.099229127215011,
A7S_TOP/DCIM/100MSDCF/DSC00164.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,0.083579965842745,-92.70200753275,0.15869312423351,
A7S_TOP/DCIM/100MSDCF/DSC00167.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.019197096860836,-87.343089617974,0.25754081325616,
A7S_TOP/DCIM/100MSDCF/DSC00170.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.12658417187743,-82.917322156096,0.32812159669709,
A7S_TOP/DCIM/100MSDCF/DSC00173.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.19557543237792,-77.626598662188,0.38742943549886,
A7S_TOP/DCIM/100MSDCF/DSC00176.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.25503436514165,-72.799378826527,0.44673392319177,
A7S_TOP/DCIM/100MSDCF/DSC00179.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.41127923795622,-67.866166989532,0.5172715253814,
A7S_TOP/DCIM/100MSDCF/DSC00182.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.64692067372999,-63.128386061709,0.59444168642443,
A7S_TOP/DCIM/100MSDCF/DSC00185.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.91366144483101,-58.026210500264,0.64594613711594,
A7S_TOP/DCIM/100MSDCF/DSC00188.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.1414768060924,-53.10550362636,0.68668506208513,
A7S_TOP/DCIM/100MSDCF/DSC00191.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.5275122318112,-48.075828222132,0.71275545186003,
A7S_TOP/DCIM/100MSDCF/DSC00194.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.7724940531976,-42.964629337836,0.67969109483948,
A7S_TOP/DCIM/100MSDCF/DSC00197.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-2.0246416437164,-38.073045979999,0.66105591855319,
A7S_TOP/DCIM/100MSDCF/DSC00200.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-2.1454381300089,-32.809159974015,0.58647126356311,
A7S_TOP/DCIM/100MSDCF/DSC00203.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.9307642191318,-27.306284557495,0.45179652238497,
A7S_TOP/DCIM/100MSDCF/DSC00206.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.4942794349583,-21.69606831633,0.26902559867884,
A7S_TOP/DCIM/100MSDCF/DSC00209.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-1.0932695864457,-16.20939972578,0.2012396691664,
A7S_TOP/DCIM/100MSDCF/DSC00212.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.66244312019427,-10.848142660877,0.11979028752168,
A7S_TOP/DCIM/100MSDCF/DSC00215.JPG,true,1848,2768,circularfisheye,10.906704307569,0,0,0,0.014524748008406,0.00040050600876366,0,0,-0.3508807014565,-5.4177750386897,0.050296560672024,
